dataproviderid,occurrenceid,measurementid,measurementtype,measurementvalue,measurementaccuracy,measurementunit,measurementdetermineddate,measurementdeterminedby,measurementmethod,measurementremarks
1075,OBSVLFR_HistoricalPointB_WPII-13936,25514,abundance,17.7493,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2828,23766,abundance,15.0187,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1980,24067,abundance,2.73067,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1345,23984,abundance,1.36533,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11604,26720,abundance,23.2107,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-1768,22989,abundance,1.36533,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14148,25650,abundance,10.9227,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3676,22720,abundance,2.73067,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9487,26192,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3464,23672,abundance,155.648,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3252,22676,abundance,5.46133,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3220,22667,abundance,0.682667,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3432,22772,abundance,53.248,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9455,26047,abundance,1.70667,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3644,22715,abundance,3.41333,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11572,26509,abundance,4.096,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-1313,23127,abundance,0.682667,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14552,25795,abundance,19.3422,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13904,25491,abundance,1.024,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14116,25625,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13692,25377,abundance,8.192,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2584,23284,abundance,1.024,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2796,23749,abundance,11.9467,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3008,23877,abundance,11.6053,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-5552,24670,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-6275,24671,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-11360,26736,abundance,27.3067,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-10300,26092,abundance,2.38933,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-7547,24841,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-13268,25103,abundance,3.75467,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-9879,26055,abundance,1.70667,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-254,24030,abundance,2.27556,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2372,22566,abundance,1.70667,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-41,23338,abundance,0.341333,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9667,25912,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-10936,24255,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-2160,23374,abundance,5.12,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1948,23195,abundance,5.46133,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13480,25219,abundance,5.80267,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3643,22714,abundance,1.70667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10935,24254,abundance,0.853333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-9454,26207,abundance,5.97333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-14539,25785,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3431,22771,abundance,68.2667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13267,25102,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-11359,26761,abundance,34.1333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-14764,25860,abundance,1.13778,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3007,23876,abundance,6.82667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2795,22894,abundance,15.36,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2583,23283,abundance,1.70667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14115,25624,abundance,0.853333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13903,25490,abundance,0.853333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-11571,26548,abundance,5.97333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-13479,25218,abundance,8.53333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-1947,24050,abundance,1.70667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2159,22481,abundance,2.56,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2371,23458,abundance,3.41333,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9878,25973,abundance,0.853333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3434,23661,abundance,221.867,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14542,25787,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-9457,26127,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-14330,25739,abundance,1.70667,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3222,22669,abundance,49.4933,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11574,26491,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-13906,25493,abundance,1.70667,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13694,25379,abundance,1.70667,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14118,25627,abundance,8.53333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2798,22895,abundance,35.84,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3010,23027,abundance,87.04,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11362,26661,abundance,15.36,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-3646,23604,abundance,6.82667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10302,26342,abundance,35.84,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-13270,25105,abundance,22.1867,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2374,23459,abundance,13.6533,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9669,26132,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-2162,22483,abundance,11.9467,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1950,23196,abundance,121.173,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13482,25221,abundance,35.84,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-13483,25222,abundance,143.36,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-1951,24052,abundance,64.8533,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2163,22484,abundance,6.82667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2375,22568,abundance,17.0667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-4495,24958,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-13271,25106,abundance,20.48,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-11363,26640,abundance,13.6533,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-3011,23028,abundance,17.0667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2799,23751,abundance,17.0667,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14119,25628,abundance,10.24,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-12211,26494,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-13907,25494,abundance,10.24,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-1316,23968,abundance,3.41333,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3223,22670,abundance,44.3733,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14331,25740,abundance,3.41333,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14543,25788,abundance,27.3067,,"Individual/m^3.  Number of Fishery by week: 8",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3435,23662,abundance,583.68,,"Individual/m^3.Number of Fishery by week: 8",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3433,22773,abundance,147.911,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3645,22716,abundance,2.27556,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3221,22668,abundance,9.10222,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1314,23967,abundance,4.55111,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13905,25492,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-11573,26518,abundance,4.55111,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-14117,25626,abundance,9.10222,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-12421,26452,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-13693,25378,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2797,23750,abundance,27.3067,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3009,23878,abundance,27.3067,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11361,26560,abundance,6.82667,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-10301,26298,abundance,13.6533,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-13269,25104,abundance,25.0311,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-4493,24909,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-2373,22567,abundance,13.6533,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9880,26087,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-9668,26086,abundance,2.27556,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-2161,22482,abundance,9.10222,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10937,24256,abundance,4.55111,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-1949,24051,abundance,27.3067,,"Individual/m^3.Number of Fishery by week: 6",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13481,25220,abundance,15.9289,,"Individual/m^3.  Number of Fishery by week: 6",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3226,23542,abundance,0.341333,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3438,23664,abundance,54.9547,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9461,25910,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-13274,25108,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-7553,24956,abundance,3.072,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-10306,26093,abundance,2.38933,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3014,23030,abundance,7.85067,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2378,23461,abundance,12.6293,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-6281,24672,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-6917,24736,abundance,0.682667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-7129,24955,abundance,3.072,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-2802,23752,abundance,3.072,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13698,25381,abundance,1.024,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-12426,26812,abundance,72.704,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-12214,26618,abundance,11.264,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-11578,26514,abundance,4.43733,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-7341,24673,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-1319,23969,abundance,0.341333,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1954,23198,abundance,34.4747,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2166,22485,abundance,4.77867,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9673,25913,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-11154,24370,abundance,0.341333,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-895,23342,abundance,0.341333,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-260,23175,abundance,0.682667,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9459,26191,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3436,23663,abundance,196.608,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14544,25789,abundance,21.8453,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-14756,25859,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-11576,26739,abundance,27.3067,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-12212,26615,abundance,10.9227,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-12424,26822,abundance,87.3813,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-13696,25380,abundance,10.9227,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2800,22896,abundance,5.46133,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-3012,23029,abundance,10.9227,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10304,26326,abundance,21.8453,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-11364,26536,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-7551,24990,abundance,5.46133,,"Individual/m^3.  Number of Fishery by week: 5",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-2376,23460,abundance,245.76,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2164,23375,abundance,16.384,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-1952,23197,abundance,496.981,,"Individual/m^3.Number of Fishery by week: 5",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14547,25791,abundance,17.7493,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3439,22775,abundance,361.131,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-9462,26106,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-7554,24975,abundance,4.096,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-13275,25109,abundance,0.682667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3651,23605,abundance,3.41333,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10307,26314,abundance,17.7493,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3015,23880,abundance,40.2773,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-7130,25012,abundance,17.0667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-6706,24734,abundance,0.682667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-6282,24828,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-2803,23753,abundance,12.288,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13699,25382,abundance,8.87467,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-2379,22570,abundance,34.816,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-12427,26817,abundance,82.6027,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-14123,25629,abundance,2.048,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-12215,26621,abundance,11.6053,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-11579,26704,abundance,19.1147,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-7342,24935,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004CnidCten
1075,OBSVLFR_HistoricalPointB_WPII-1320,23970,abundance,2.048,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13911,25495,abundance,0.682667,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-1955,24054,abundance,158.379,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-2167,22486,abundance,12.9707,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-10943,24258,abundance,2.048,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004ChaeAnne
1075,OBSVLFR_HistoricalPointB_WPII-896,23343,abundance,0.682667,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13487,25223,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-12639,26414,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-9463,26009,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Moll
1075,OBSVLFR_HistoricalPointB_WPII-3440,22776,abundance,185.685,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-14548,25792,abundance,8.192,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-3228,23543,abundance,0.682667,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13912,25496,abundance,1.36533,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
1075,OBSVLFR_HistoricalPointB_WPII-1321,23971,abundance,15.7013,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-11580,26787,abundance,46.4213,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-12428,26809,abundance,64.1707,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Chor
1075,OBSVLFR_HistoricalPointB_WPII-2380,23462,abundance,25.2587,,"Individual/m^3.Number of Fishery by week: 10",,,,2004Arth
1075,OBSVLFR_HistoricalPointB_WPII-13700,25383,abundance,2.73067,,"Individual/m^3.  Number of Fishery by week: 10",,,,2004Larv
